user_idx,items
11027,"10325,4946,2566,2139,7722,6394,8234,2989,5063,2198,274,10178,1571,3070,4484,6981,761,630,12679,2205,3949,2420,4678,4148,8420,13295,10915,11560,11383,10834,2342,6325,3339,9996,11750,510,1583,1956,2788,12025,11083,7279,9454,5998,330,9339,7196,4276,4100,1289"
11029,"6219,8589,7706,6165,2217,2342,9936,2904,6833,1219,4412,2989,8234,2379,2372,3087,9798,4864,13295,5548,9692,4697,8561,11750,12679,88,2536,12610,4797,2336,7228,6794,5544,12605,10607,12025,810,4148,2909,6981,8702,5148,7722,10081,4318,7947,10433,9997,1855,6750"
11043,"6970,10325,6219,8420,9941,5544,9071,9798,4946,5998,3044,13295,1911,6325,2045,1420,4697,510,1016,2936,2566,8160,11842,3765,9732,5531,2336,975,6165,12605,10339,2238,330,6394,6432,11395,3054,4148,2420,2205,4005,7270,2198,5484,2693,454,761,5865,7216,8702"
11047,"2139,10325,1911,9941,2217,11842,2336,8420,2566,1787,3765,9071,219,2788,13295,9732,630,1452,9798,5544,5998,1995,8160,10178,975,11571,7196,11383,330,10607,4678,12605,11750,810,9448,686,761,9937,11560,6432,1571,2410,2865,7228,836,4148,12856,7557,5063,5023"
11064,"10325,1289,8234,6970,10662,2342,88,6219,7706,1733,2663,5572,342,12496,1475,8301,991,1474,6833,5544,5978,9692,12679,7632,2536,8589,1219,4318,12029,6794,6125,9996,13141,2568,295,4082,7325,7936,2936,7119,9404,10529,7700,11485,10161,280,9096,5743,3069,6230"
11084,"9670,6321,6721,8634,10574,4035,8089,8166,3479,9961,4972,10384,1289,10673,1091,688,6097,11212,8341,712,5141,10465,4954,5569,11213,11063,13184,12831,10098,1968,12393,3322,3434,11408,13026,2339,11023,12176,624,788,2186,7072,11116,11555,11568,9654,926,10372,13308,10996"
11087,"6970,6219,8234,2217,10325,13295,9579,9798,9941,10834,4697,4412,6165,4797,9071,5544,996,12025,11539,8702,4100,12155,5562,3054,9503,543,6325,9453,9082,10339,7705,10433,11885,9997,5350,7722,2797,10565,8561,9563,7947,2865,9936,5341,7228,10081,12943,6750,7023,10331"
11099,"10606,1289,342,11023,1557,7119,4162,11063,5671,2915,10673,4575,11917,10146,3426,9404,10962,10388,777,5134,9184,2956,3538,13308,1850,2637,4035,295,9670,4215,161,1976,3069,1638,9729,2434,11297,1120,172,11718,9767,7855,9169,1749,1771,3092,7816,53,2484,10647"
11101,"2139,10325,2217,13295,3949,8234,9798,5998,2198,2788,4697,7722,2989,5544,10834,4145,6165,3339,4412,4148,8921,6432,4797,2342,12679,3044,11395,6325,9448,11783,2566,3070,6394,4946,7947,12025,10607,10339,810,1226,686,1452,630,12605,5484,2205,7228,2336,13380,4413"
11104,"784,2570,11356,2821,4052,13057,2139,3796,6219,8234,5302,5998,5531,10834,2770,11842,11539,1787,2788,850,1597,9798,12610,8420,13295,4797,975,9071,12330,4387,2493,2566,4697,7963,2198,2342,1513,1995,2909,11571,3054,7947,9732,13217,9936,5544,2237,5865,1289,6970"
11106,"2788,2139,2566,3339,9448,930,1571,7137,761,5302,2217,8420,9798,11395,6219,4116,13295,9442,11560,6514,10325,1787,784,2198,12679,4797,330,1995,3769,1597,13133,12373,5544,4100,1758,2168,975,4276,7279,5539,11571,11083,2570,12236,12610,5063,11356,8458,4314,1289"
11108,"1289,4928,342,2915,10662,6242,788,10606,295,7119,5134,1557,3426,8566,4697,2568,7816,777,11023,3538,9767,4612,9670,4162,4575,1475,5968,1976,10388,2956,4035,2637,10335,2578,6624,2434,9184,10146,10962,1749,4215,1733,2342,3997,8634,1778,11297,4110,3261,6970"
11119,"1289,4035,1749,6321,9670,8634,6721,9961,712,10673,1399,8089,8341,688,4954,8166,5569,11023,788,3322,13184,12831,3915,10384,2339,2763,11408,13290,12393,10693,11063,1968,11212,8289,5434,1292,3434,10465,9654,10996,7072,13308,11742,1638,12176,1012,1778,3426,2186,6970"
11120,"2139,2788,2566,5998,5302,8420,9448,10325,13295,2198,10834,2217,4412,9798,3769,11395,11783,9941,5544,10137,4100,6432,11539,3949,453,4276,3339,9967,9667,5198,5562,2336,6394,1956,4797,761,5484,3070,4601,7722,7137,5494,6981,7947,11750,10081,330,3054,11827,1289"
11132,"8910,10440,4934,3835,12315,7477,8722,448,6710,586,1056,584,12338,4464,12538,1598,10684,8271,2934,9208,8226,11558,892,5135,91,3992,10728,7755,7981,12028,10753,11770,9257,8486,10535,891,6527,542,5424,6374,10890,10255,8123,4099,5739,11833,5248,5017,2025,1289"
11148,"5302,2139,2566,10325,8420,1452,9798,274,1911,10834,9071,10791,2217,7062,13295,5917,1583,2336,2420,2198,10915,4946,1977,4145,3054,5544,9579,12025,330,2148,10607,11750,1226,11395,10178,6394,3339,2788,6981,810,4148,3044,101,543,7947,8160,8921,11383,12856,7722"
11151,"1289,4928,6242,10662,788,6219,5134,7119,11116,4082,12496,8301,4386,9670,342,2915,8566,10606,295,12029,5572,2968,9404,10146,4575,8553,10321,125,12868,13100,2578,10580,2186,3479,4035,9294,1474,10962,2884,4776,7816,1131,1475,2663,6624,10529,2568,11650,10335,4612"
11159,"4412,6970,5302,6219,2217,7722,10081,2379,10325,12679,4276,9071,3839,9798,1226,1911,8921,13295,4797,2198,4697,12330,11395,10915,975,2336,3105,5544,4100,12025,2989,2788,2566,543,6325,2479,3887,4148,6165,12155,330,7228,4946,6394,1452,9967,12856,2205,5501,11383"
11162,"8589,8420,4276,2217,10325,850,2904,8234,11842,4797,4864,2336,7062,1911,11539,810,2566,2342,330,2788,3769,9071,9798,9879,543,12155,11383,10137,10915,1977,13295,6269,9967,6961,4318,4321,12025,3054,7963,8160,12989,930,646,7228,5023,7216,686,6833,1431,1289"
11167,"7438,2290,2139,1911,2148,2217,564,9305,7062,975,4876,274,9579,9667,2566,4276,805,5746,11691,12679,9071,10461,7382,5289,9770,164,330,2788,2263,8451,2632,1710,2198,1420,2381,13213,1225,4826,12155,2647,11395,3642,12541,5964,2336,7740,4261,101,9967,12983"
11192,"2139,6970,5302,6219,4797,4412,7137,850,8234,9798,11842,9941,10325,9071,2989,13295,4276,3054,219,10607,1911,4100,12679,12025,11539,5544,330,3769,2807,5609,3105,6325,10081,4052,7722,8160,564,5501,7228,7947,4314,12155,784,11356,9305,2570,3839,2148,7023,8561"
11199,"10325,2198,2217,8589,8420,9941,10834,9798,559,13295,892,12679,8234,4276,10999,11783,6165,7722,4697,1795,4797,2989,4412,584,6394,2470,6432,12403,1431,1452,772,6637,499,3070,1119,11395,8160,3835,2731,5198,448,7981,2715,7947,1209,4148,2336,9967,2420,1289"
11209,"2139,6970,5302,6219,2217,2342,274,88,1452,9798,8234,13295,7062,543,5998,8921,9667,2566,10834,7438,5544,2148,12756,12857,11539,4145,1219,630,1733,1226,6794,7947,2536,7382,101,6961,9692,6833,564,12025,5198,12605,6325,4797,1285,7228,9770,11750,4412,3044"
11214,"8420,5998,2566,1911,2788,2217,10325,4276,1179,10137,1775,850,2904,2336,330,9071,13295,11842,2198,9967,11539,1787,1995,9798,9448,8160,4412,3339,10915,7137,11395,5484,4797,3054,10607,12155,5609,810,5198,9879,4321,6394,11725,11571,6325,1209,7557,1452,12856,930"
11218,"1289,4928,12496,788,342,5134,7119,10662,6242,8566,295,10606,11116,8301,9961,4082,10146,12029,12868,5572,9670,1474,4386,10962,10335,3479,10321,9404,4776,6624,7816,53,11023,125,2568,13026,1557,2186,7855,3237,10388,1199,777,4612,2285,1976,3092,4162,8553,2578"
11242,"2290,2139,10325,2217,7438,2198,1452,3044,13295,9798,274,7062,2148,9579,10834,4697,9667,564,4148,7722,2336,4412,9770,9967,1710,6432,5544,6325,1420,4797,630,810,2381,5484,7382,3642,101,9305,454,2263,2865,13213,2647,6417,7947,8160,11691,11395,10461,1289"
11252,"1289,7119,10606,4663,4928,10580,5134,9961,2968,788,3426,8553,10388,12868,2637,4035,3696,6575,3602,4082,11774,342,2342,3261,11242,4386,9767,10529,12765,9169,2568,161,7944,7816,10962,13369,9692,2884,3237,3569,10146,4654,2663,7855,11023,53,1199,11917,6970,2139"
11260,"8420,5302,2139,2217,6219,10325,4276,13295,9798,9941,1911,3054,4412,5544,11539,4100,4797,2198,9967,2336,10339,10607,2566,11395,6325,7722,2788,3765,8160,12025,1452,7137,11750,6898,6981,7947,3294,10081,1209,12155,12874,4946,9448,6394,9177,1420,7216,3070,2205,1289"
11279,"2342,5531,6970,6794,5865,10325,784,9692,6833,8234,8420,2536,5998,10834,9131,7228,892,88,7722,1733,3908,1911,2566,5024,4797,6514,12330,1787,2788,4276,1219,9579,4387,8561,1977,2570,6394,9339,4412,12605,6230,4116,10433,12857,584,7270,32,7520,1289,2139"
11284,"1749,9670,1289,788,10384,6321,11023,8089,4035,6721,5569,10574,9654,10653,8634,11142,13290,7816,1399,3434,6097,4972,9961,712,1968,7072,11408,11212,688,8166,11063,10673,13184,2763,1091,227,3322,4954,10465,12850,9184,8341,5434,10693,11555,11742,10335,12736,4612,1638"
11308,"8420,10325,6219,5302,8234,11842,2566,850,9071,9798,2788,2904,3949,1787,2168,13295,2336,4321,4864,975,330,3765,4797,4100,4276,1995,3044,9732,4412,2198,543,810,5544,10915,7947,7137,11383,12025,3054,11750,8160,686,5917,1226,1209,930,10178,6750,9448,6981"
11311,"5302,5998,8234,784,9071,2217,975,5531,9798,1787,9941,2566,1226,11783,1452,3054,13295,9667,543,2168,2342,4412,3765,1995,5198,10915,7722,5544,4116,4276,5865,850,2420,12605,11750,6325,7228,4052,772,10081,7947,12856,4797,7963,3339,2570,12025,8561,2479,1289"
11313,"5302,2139,10325,2566,8420,10834,4276,9941,2336,2420,9071,3054,1911,219,9798,11539,543,10607,9579,12856,13295,5531,10137,7137,810,4321,11383,10915,7722,9879,330,11750,2788,3339,5917,6981,1583,8160,12025,4412,686,1226,761,930,7947,10433,2646,12605,7228,4797"
11324,"892,584,448,3835,7981,32,8589,542,499,2470,8420,1119,1658,363,1075,389,424,1431,2267,1911,246,586,9334,1598,2250,3341,2715,6305,9825,8875,2633,4949,1056,6858,1795,2731,891,1379,477,86,6710,12046,2163,11589,91,2025,4643,1372,4318,1289"
11326,"8451,10261,6891,12856,7486,1639,9862,6313,11383,7502,5186,11006,6447,1439,1583,1285,3121,4412,2381,7186,12933,620,12001,3293,9458,6165,6535,7151,564,5470,10178,7298,11179,465,228,2120,4347,8898,4923,3607,12025,9412,571,7636,10843,101,11704,9305,4076,1226"
11358,"2139,4928,6242,10325,10834,9941,2217,8234,9404,9798,13295,8566,1452,8301,11783,975,5531,11116,12792,4148,13345,6432,12679,5544,2336,9667,12868,2342,4145,11636,6417,295,3044,810,3054,6325,8921,630,12605,6833,454,7947,7228,11402,9967,125,1475,1199,1289,6970"
11365,"892,584,246,9334,448,3992,2355,10440,1028,363,2715,8589,7046,1056,1658,1598,3463,2731,8910,2470,1795,586,4096,91,2025,389,2163,873,7981,793,7720,1327,1119,5759,9849,2250,1431,6527,477,6424,424,7331,2074,3835,2466,293,2934,499,2267,1289"
11367,"1289,7119,9961,5134,10606,788,4928,3426,10662,1557,295,342,11917,4663,13308,9347,9294,2637,5671,10388,7816,10962,6575,10146,3696,3237,3261,2568,2956,9767,13369,7855,2968,11023,3602,10647,11774,9729,6624,4162,53,11718,9169,10335,11297,4612,2713,8634,7944,605"
11370,"6970,8589,2139,2217,5302,2788,4797,8921,2566,9798,9667,13295,2342,2198,11395,3339,850,3769,11539,5531,1911,4412,5544,274,975,6394,4100,12025,5865,330,4276,9071,543,8519,12155,930,6528,564,6961,9448,7438,7963,4314,4318,3908,7228,4946,1452,3070,6833"
11375,"6970,5302,8420,10325,1911,2788,2566,5998,2217,9071,8160,1452,2198,11395,2336,975,4797,3769,7137,5917,3339,9798,4946,3054,2168,3044,12025,2342,13295,11539,4276,330,219,4412,5531,12155,3765,5198,10607,4148,2205,9448,7228,5609,9732,8561,7270,810,6325,930"
11376,"2904,10325,4864,3949,8234,8420,1787,2566,2336,11842,850,5998,10834,9879,10915,4797,10137,810,2788,4276,9798,3769,3044,3339,330,10607,6325,12610,11750,1995,13295,1222,5609,2909,10178,6981,3054,7137,1583,8160,686,5544,930,11383,9448,836,5917,1209,7947,2420"
11382,"6970,6242,5302,8234,6219,4928,7119,10325,3736,342,4575,10606,8566,295,10962,6165,7636,975,8702,7855,12679,9798,2342,13295,892,10146,3538,9294,4697,3179,7137,9732,9458,10580,2968,10388,1431,9767,3092,3602,11650,5968,8553,4005,6833,499,926,2578,12761,6053"
11415,"1658,32,8875,499,363,584,4949,892,2163,448,3835,1795,891,2355,2267,1431,2472,1379,91,7981,3341,477,172,1128,4559,9334,4096,5604,4099,1743,11589,741,586,12046,6071,1372,389,2074,424,2466,1598,2250,1119,246,5939,2633,2636,5200,542,1289"
11443,"1289,6219,8589,4928,788,9961,5134,2217,7119,10662,8234,3426,10335,4575,342,6242,295,13295,2342,4276,10834,13308,2637,12679,10606,9798,9404,12868,9294,4318,3179,2968,5544,10580,8553,7855,7137,10146,9228,10962,7816,7944,125,2568,3569,3602,2578,4612,1452,11774"
11444,"8420,6970,2379,8234,850,9071,784,12610,2168,11842,1911,2904,10834,4276,2342,10137,975,10915,3054,11539,13295,3765,2336,4116,12025,11356,9798,4797,543,2909,6325,2570,7137,9967,330,9732,2536,6981,6528,12155,4052,1209,4148,11383,11750,9692,7216,7228,6833,4387"
11447,"9692,6794,6833,1219,2536,88,2139,5302,6970,8589,12857,6230,2788,1733,4797,7520,7067,2217,7270,9579,5531,3769,5865,7632,1557,7137,3908,2566,6952,9448,10146,3339,4276,330,5781,4387,4162,4739,9131,5917,4318,10962,9997,7438,2956,777,10433,6528,5454,1289"
11468,"6970,2139,5302,8420,10325,2379,4797,12025,850,1911,8234,11842,5998,12610,4412,2788,11539,2566,9071,9798,3769,975,3054,2909,13295,543,3339,10607,5198,4276,10137,11383,330,5609,9879,7228,12155,11288,8561,6981,10178,6325,10081,4314,11750,7722,4481,3908,7963,7023"
11486,"1557,2915,4928,10606,342,6242,295,10662,777,7119,2956,4162,10673,8341,4215,788,5134,3426,2568,9670,1474,4035,11297,11023,1976,4687,3538,12496,4082,8518,4776,10388,8634,6811,5671,172,8921,11917,9184,2484,2578,4145,10193,10962,8649,3721,419,2434,8553,6970"
11491,"2821,2168,12155,12856,2770,11383,4052,6891,5484,2394,10355,10261,3710,5544,7722,7947,11006,3695,10757,1439,4945,6165,13295,7734,9862,6313,9798,11179,8451,1285,1639,12330,10672,9732,12001,4412,13223,1583,9491,465,10190,10178,12933,2493,8898,12025,5470,4458,1289,7119"
11502,"1289,10662,6970,4928,6219,7119,6242,4386,1399,4082,8566,9961,12496,8301,5134,13295,788,13308,9798,12029,342,4697,9404,10321,11116,9228,5544,5572,4575,9670,10962,1243,12473,295,4412,10146,9294,7816,3179,125,4776,12025,8702,11650,7855,2186,2968,1131,6810,9563"
11503,"2139,5302,4412,9798,7137,10325,13295,4797,4100,10834,12679,5544,9667,975,3769,8412,4321,12025,11539,9941,2788,3054,543,4276,330,274,11395,3105,10081,8519,2566,2989,8160,2198,2336,564,7722,11383,10178,784,5609,11356,2570,4052,7947,9305,4946,10339,810,5917"
11514,"1289,2217,4082,10325,9941,6219,4928,5572,1452,4386,6242,13295,9798,8234,2342,1474,12679,2379,7722,4412,4697,3054,991,5544,12473,6325,9071,6165,3044,4797,11750,2865,1226,3179,2336,6833,7947,1733,4148,543,12605,5674,2663,12025,2479,2536,8160,10081,9967,1209"
11546,"784,4116,11356,2821,2570,2139,5998,6219,8420,12610,2566,8234,2168,11842,2788,10834,13295,4697,3796,975,9071,9798,1597,10137,850,5531,1787,11539,11783,13057,2909,3765,330,3339,4797,9448,5544,1995,5198,2342,4276,4148,6325,7270,4387,6528,7963,761,11725,1289"
11551,"5544,10355,12155,7947,9798,6165,6891,2394,10672,4945,5526,6313,5486,11910,1639,5186,7502,9862,12856,7344,4740,7722,11256,3121,9458,10969,9491,11383,4781,4412,1439,7317,7298,6447,3293,11179,12555,9621,8898,12774,228,2335,12933,9088,1583,1871,2204,1226,4100,1289"
11566,"2217,10325,2139,2198,5998,9941,13345,4412,9579,4797,2788,8234,975,9798,7722,13295,12679,9071,9448,6325,6432,2566,12792,11395,2865,11636,12856,4276,772,2342,2336,1452,3339,5544,9967,10915,810,3044,7557,6394,3054,8160,5562,630,6833,11383,1420,3070,7228,1289"
11580,"6970,2139,8420,2217,4276,2788,11395,6394,4797,2198,13295,10137,9798,2566,3769,4412,8412,7137,4946,9071,453,330,3514,5544,4100,10607,9448,6165,1099,1977,9967,3054,9879,2205,6325,12025,1956,12155,2336,8204,7722,10339,10461,3070,930,1452,12874,5494,9442,5501"
11588,"5134,1289,788,342,10662,13308,4928,2915,2637,3426,2568,9961,3322,5978,1778,1557,777,12496,3538,10647,7119,245,9184,11917,295,10335,4035,1638,3237,9767,1749,10161,3885,12305,3069,6123,1771,9970,4954,10388,794,246,9865,3120,1474,11023,9836,53,5572,6970"
11590,"2217,6970,8420,8589,32,892,8921,850,10834,2198,10325,4276,11395,1911,499,13295,11783,584,363,3769,9798,2267,2470,246,6394,448,542,1795,1452,8574,1431,11539,1658,1947,12025,1119,3835,7981,2082,5198,2715,3341,7137,1598,2342,2336,891,4318,6858,4797"
11594,"1289,9961,4928,11116,788,13308,5134,12868,4082,7119,8301,6242,8566,4386,12496,2186,9404,10580,5572,9670,8553,7816,342,9294,3479,2884,2578,11650,9767,4612,10146,1474,3602,125,2568,10335,6624,2968,295,10388,1199,10962,12029,3261,1927,1475,10529,10643,6970,2139"
11603,"2139,6970,8589,7062,2217,6514,12025,4797,2198,11395,9339,6165,9667,2342,4276,4412,8234,12756,7636,9936,8412,4946,11968,9692,2989,9798,13295,2536,8451,6794,6833,5531,1219,10607,330,6394,4697,6528,8160,892,8561,7228,5865,564,7438,584,6981,9305,10081,1289"
11607,"8420,10325,6219,9798,9071,1911,11842,4946,5998,1879,9941,2205,9732,5544,13295,3765,3044,330,2566,7722,11539,3070,6394,1226,3054,4412,10178,6961,6325,2420,12605,2198,2788,975,10339,11395,2336,10915,510,4148,2936,4265,9937,7270,4484,454,9340,4276,11383,4797"
11626,"2139,10325,2566,2217,2198,2788,9798,8234,10834,13295,3769,2904,4797,7062,4864,2989,4100,4276,2336,9879,4412,930,11539,2342,11395,5531,7722,1226,5544,6394,1956,12025,543,8412,7137,5484,7947,3054,3044,1452,3339,11750,6833,6961,810,6637,686,9448,7228,6981"
11645,"5302,6219,2217,4412,10325,8234,9798,4697,13295,3949,10834,4100,10915,5544,6165,5548,12330,2342,4797,10607,4276,11750,7722,3054,4321,2788,3044,10081,7947,12025,1452,2372,2336,11383,3839,1226,7228,2566,9936,7137,8561,6981,543,10433,12856,686,5917,930,5501,10178"
11646,"8420,10325,7722,4412,8234,5302,9798,9071,13295,10915,2198,10791,6394,4100,5544,2336,7228,2566,4276,3105,8160,4797,3044,12025,2788,8561,12605,1226,11383,9448,7196,12330,330,11560,11395,2420,4321,7911,6234,10178,4148,12856,7557,5023,11910,6325,10081,11494,3839,9454"
11674,"5302,2139,7438,2217,8234,2342,2379,7062,10834,4697,7577,2904,4797,6165,9798,274,12610,4412,6833,13295,3044,646,4276,9692,12025,4876,1219,3769,4826,10915,2148,11750,564,9936,2336,2372,11383,9305,1452,6981,2263,5544,2909,7228,11691,9770,8561,5148,7947,2536"
11675,"1289,10606,4928,1557,6242,2915,342,2956,11023,295,4162,10662,7119,5134,788,4215,9961,3426,8566,11297,10388,5968,4035,2637,9767,2568,4575,10673,11917,3538,5671,4110,3069,10962,8634,1778,1976,777,9745,10146,172,9729,1850,245,11063,2484,5978,1198,7944,4663"
11695,"2290,564,2148,7438,2381,164,9770,101,13213,2263,5945,12870,1710,2647,3505,5746,5435,1225,5586,6877,7776,7382,4768,805,6600,10510,5289,1239,7062,3642,3607,4876,4530,2520,10461,8401,8451,11691,12475,5818,12137,5964,2632,407,3088,12074,9800,10414,7340,1289"
11699,"1289,6970,5302,8589,2217,6165,7137,4797,9798,10834,12029,7636,13295,9936,4100,4697,2342,295,10240,3087,5544,975,11539,5134,8702,1452,788,10321,4318,4276,10146,10962,4412,2372,9404,1855,2019,9082,5917,7855,7228,6528,8160,3044,7947,5148,2536,9692,6833,6053"
11721,"1289,4928,342,9961,788,10662,5134,2915,8301,9670,6242,11116,13308,7119,1968,1557,2186,9767,10643,926,9404,13100,10146,3322,9184,6810,2637,1749,4162,4776,7816,3237,7855,2713,125,13026,2956,1927,10335,8553,10962,9745,6624,4299,4972,3885,2568,13141,10388,6970"
11753,"8420,32,892,1658,584,448,363,3341,9071,10325,3835,1633,499,1431,7981,4276,6305,2379,11589,891,2267,5531,2163,12046,1947,330,389,2472,1119,424,2355,542,2342,4802,6109,1372,1795,12403,4949,1209,7137,7918,9579,4797,2420,1379,9334,1191,2470,586"
11756,"8420,6970,6219,2217,5998,8234,2379,10834,4697,4276,13295,3054,6165,784,9798,11783,4412,9941,4100,5544,12025,4148,11539,12664,12155,543,5531,7722,5484,11356,1226,4797,2570,7270,2420,7137,1452,7228,6325,8702,5917,2372,7216,9228,4387,510,7963,9936,1285,7947"
11766,"5302,2139,2217,4412,4276,9798,10834,13295,8234,2342,11842,4697,2788,4797,7722,850,4100,6165,2566,975,10081,5544,11383,4116,9936,10915,3339,6833,7947,6961,543,7228,12025,3839,12155,784,9732,3765,8561,930,11750,12605,9692,2237,2536,1226,2570,4052,5148,1289"
11772,"2139,6970,5302,2217,2566,10325,11395,2788,9798,2198,8234,4797,13295,4412,1911,3769,12025,975,11539,274,9941,4100,9071,7137,5544,4276,2342,3339,3105,543,8160,8412,6394,3054,4946,2336,930,330,1452,6528,7722,3070,564,10081,2205,4314,9448,7228,3044,9305"
11776,"7722,10325,4946,4148,2566,8234,4484,2139,1226,8420,12679,3105,12025,12330,510,4412,10178,2205,5063,2198,3070,10915,11395,2420,3949,5123,1452,1597,5494,1733,6394,10834,13295,2238,9454,2479,1571,10081,7228,3339,1583,1439,4100,2342,8793,12373,9996,7270,11560,12605"
11777,"4928,1289,7119,8301,6242,10662,12496,5134,8566,9404,9961,10321,788,4386,10606,4082,11116,1399,7816,12868,12029,4697,342,13308,2186,4776,9228,9670,5572,3179,125,13100,9798,11650,6810,2285,10335,2713,10962,3696,12473,10146,1199,4612,9563,9936,3261,8702,11142,7855"
11787,"9670,1289,1749,3434,4035,11023,712,11142,13184,8089,10673,1399,8341,2763,2713,3538,688,6447,3915,227,11212,10574,2339,10465,10653,6721,8451,9566,7816,1968,8166,3322,11063,788,5569,9184,9654,12850,10843,10335,7072,11742,1638,1585,11464,3752,12176,2186,926,5640"
11789,"1289,4928,7119,10662,4386,6242,4082,5134,9961,10321,12496,8566,8301,342,13100,1399,788,12029,2915,11116,9404,5572,7816,12473,9228,5809,9670,9798,2663,4776,2342,9294,3179,2968,10962,10146,2186,1474,8553,9767,4612,125,1131,7855,4285,10335,5674,2884,3696,3602"
11810,"1289,7119,4928,10606,10662,5134,12496,788,2915,1557,9961,8566,295,4575,342,3426,13100,2956,3538,4162,4776,7816,4663,11917,3237,2637,10962,10146,12029,4386,4082,10335,3696,4215,6624,10388,7855,9729,11774,11023,3261,13369,9169,2568,9294,6590,10647,2968,777,6970"
11836,"1289,342,10606,7119,2915,11023,4575,13308,5134,788,10662,295,3426,10388,6811,9670,9961,9184,125,2637,9404,3538,9729,1771,11063,2568,10580,10146,11297,9767,9169,10962,1557,8474,7944,11917,4162,10335,1120,6281,11718,4035,161,8253,1435,1638,1749,172,8634,2578"
